% Model:              three_layers reality at 0.1mm.mph
% Version:            COMSOL 5.6.0.280
% Date:               Mar 3 2022, 09:37
% Table:              表格 1 - 全局计算 1
% freq (Hz)              real(emw.S11) (1)        imag(emw.S11) (1)
300000000                0.598404197904053        -0.7371562336615889
330000000                0.5316026982770478       -0.7858196467861752
360000000                0.46096584906899984      -0.8285211266517323
390000000                0.387009015544427        -0.8649548357110289
420000000                0.3102777561181501       -0.8948589309683661
450000000                0.23133873394670312      -0.9180204687562589
480000000                0.15077645533805148      -0.9342761345130253
510000000                0.0691886703614026       -0.9435136525577278
540000000                -0.01281838837593412     -0.9456728282030638
570000000                -0.09463477122035827     -0.9407461537310033
600000000                -0.1756515666388735      -0.9287789843229037
630000000                -0.2552656212378304      -0.9098692892104708
660000000                -0.3328841985773025      -0.8841669841243001
690000000                -0.40792954661712477     -0.8518728527756481
720000000                -0.4798433418548948      -0.8132370673037601
750000000                -0.5480909797928933      -0.7685573195960814
780000000                -0.612165677789122       -0.718176579367003
810000000                -0.6715923616494589      -0.6624804956227232
840000000                -0.725931304042539       -0.6018944630041371
870000000                -0.77478148758567        -0.5368803754580621
900000000                -0.817783665309667       -0.4679330934400874
930000000                -0.8546230944095621      -0.39557665287364224
960000000                -0.8850319220329738      -0.3203602451368338
990000000                -0.9087912027778823      -0.2428540024961593
1020000000               -0.9257325333483332      -0.1636446205263536
1050000000               -0.9357392903680077      -0.08333085469093691
1080000000               -0.9387474623057623      -0.0025189267574525654
1110000000               -0.934746069228871       0.07818212158270421
1140000000               -0.9237771677303845      0.15816509054747988
1170000000               -0.9059354418741705      0.23682926140871943
1200000000               -0.8813673845214676      0.31358497614050995
1230000000               -0.8502700768938999      0.3878581204978057
1260000000               -0.8128895774304029      0.4590944752054911
1290000000               -0.7695189345170471      0.5267639004429673
1320000000               -0.720495840388638       0.5903643212378225
1350000000               -0.666199946797105       0.6494254825589433
1380000000               -0.6070498651365298      0.7035124458627982
1410000000               -0.5434998769635713      0.7522288001152447
1440000000               -0.4760363820674166      0.7952195642094636
1470000000               -0.4051741140112142      0.8321737593328857
1500000000               -0.33145215373582854     0.8628266336253665
1530000000               -0.25542977426419217     0.88696152363993
1560000000               -0.17768214925428083     0.9044113410111401
1590000000               -0.09879595994468407     0.9150596752154936
1620000000               -0.019364934637608758    0.9188415068191724
1650000000               0.060014644661110776     0.9157435285193851
1680000000               0.13874843362868852      0.9058040744033932
1710000000               0.21624848193252896      0.8891126609042511
1740000000               0.2919376204993968       0.8658091456682323
1770000000               0.36525374768355334      0.8360825134906222
1800000000               0.4356539832295445       0.800169301018009
1830000000               0.5026186602560501       0.75835167440563
1860000000               0.565655126763566        0.7109551766063561
1890000000               0.6243013303090592       0.6583461629791096
1920000000               0.678129161231794        0.6009289457990505
1950000000               0.7267475310962187       0.5391426707277333
1980000000               0.7698051664358098       0.47345794884682113
2010000000               0.8069930987145533       0.40437327035829435
2040000000               0.838046834493331        0.3324112267023586
2070000000               0.8627481917260106       0.2581145693152001
2100000000               0.8809267908210803       0.18204213358911847
2130000000               0.8924611910758316       0.1047646581503448
2.16E9                   0.8972796659791819       0.02686052925574739
2.19E9                   0.8953606130808556       -0.05108851909585941
2.22E9                   0.8867325966949168       -0.12850171851141096
2.25E9                   0.8714740242172777       -0.20480356279699966
2.28E9                   0.8497124592559431       -0.2794280571130607
2.31E9                   0.8216235771271713       -0.3518228903701255
2.34E9                   0.7874297706105718       -0.42145350147270577
2.37E9                   0.7473984157929934       -0.4878070115869571
2.4E9                    0.7018398096658978       -0.5503959951986593
2.43E9                   0.6511047920623224       -0.608762064238574
2.46E9                   0.5955820660958189       -0.6624792387504844
2.49E9                   0.5356952317601952       -0.7111570779511003
2.52E9                   0.47189954985375027      -0.754443542984258
2.55E9                   0.40467845967146876      -0.7920275597352049
2.58E9                   0.33453988235100596      -0.8236412515109912
2.61E9                   0.26201235450461197      -0.8490618178394952
2.64E9                   0.18764104186080444      -0.8681130529003381
2.67E9                   0.11198367611529819      -0.8806665157870299
2.7E9                    0.035606437341670016     -0.8866423735926197
2.73E9                   -0.04092021517475058     -0.8860099276632445
2.76E9                   -0.11702576348265659     -0.878787811527722
2.79E9                   -0.1921438876398762      -0.8650438340933801
2.82E9                   -0.26571672227747367     -0.844894443755257
2.85E9                   -0.33719906516330944     -0.8185038036527031
2.88E9                   -0.4060624895224285      -0.7860824841187527
2.91E9                   -0.4717993189009635      -0.7478857883790347
2.94E9                   -0.5339264302816915      -0.704211731844972
2.97E9                   -0.5919888567748367      -0.6553986961186222
3.0E9                    -0.6455631638594572      -0.6018227792327863
3.03E9                   -0.6942605752858657      -0.5438948640908192
3.06E9                   -0.7377298260224725      -0.4820574284139008
3.09E9                   -0.7756597211429824      -0.4167811212705521
3.12E9                   -0.8077813817056649      -0.34856113288297275
3.15E9                   -0.8338701607654241      -0.2779133862407972
3.18E9                   -0.8537472152284142      -0.20537058069345127
3.21E9                   -0.8672807221547818      -0.1314781186952014
3.24E9                   -0.8743867308793721      -0.056789948313194664
3.27E9                   -0.8750296455823832      0.01813564608371943
3.3E9                    -0.8692223357402193      0.0927402709230218
3.33E9                   -0.8570258752424504      0.16646963590203714
3.36E9                   -0.838548913817001       0.23877771801038536
3.39E9                   -0.8139466875017907      0.3091308453576482
3.42E9                   -0.7834196777803244      0.37701166882076714
3.45E9                   -0.7472119317773949      0.44192299135821655
3.48E9                   -0.7056090586939865      0.503391425692142
3.51E9                   -0.6589359199659555      0.560970853250791
3.54E9                   -0.6075540332216728      0.6142456585332448
