% Model:              three_layers.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 12 2022, 17:16
% Dimension:          2
% Nodes:              2889
% Expressions:        1
% Description:        表面
% R                       Z                        Color
4.476409755836573E-4      4.820869723534992E-4     8384.427042708749
4.428781075569509E-4      4.261845345827315E-4     10233.847363118974
4.3811523953024453E-4     3.702820968119638E-4     11793.72988196638
5.175365415912311E-4      4.480595657958633E-4     8689.331967011363
5.127736735645248E-4      3.921571280250956E-4     10718.294419479369
5.87432107598805E-4       4.140321592382274E-4     9082.918991929819
2.319912707746885E-4      3.5700640404777385E-4    13278.517022317663
2.3675413880139485E-4     4.129088418185415E-4     11804.589337761705
2.415170068281012E-4      4.688112795893092E-4     10332.364171770001
1.7518417008769295E-4     3.8748077370984743E-4    12638.422668550566
1.799470381143993E-4      4.4338321148061513E-4    11158.208579450757
1.1837706940069742E-4     4.1795514337192096E-4    12040.847728078868
6.518192414799607E-4      4.840038021444733E-4     7440.575911426585
7.316304958447908E-4      5.099051067390399E-4     6340.632356220143
8.114417502096209E-4      5.358064113336064E-4     5390.950725426479
8.912530045744508E-4      5.617077159281729E-4     4464.851025530155
6.463108093535424E-4      5.88002851608355E-4      6384.479895157096
7.261220637183724E-4      6.139041562029216E-4     5344.413429374294
8.059333180832026E-4      6.398054607974881E-4     4390.793864157185
6.408023772271241E-4      6.920019010722367E-4     5331.422955297793
7.206136315919542E-4      7.179032056668032E-4     4347.284480503361
6.352939451007057E-4      7.960009505361184E-4     4287.263891838775
4.42132543457239E-4       5.860860218173809E-4     7097.409173149965
5.120281094648128E-4      5.52058615259745E-4      7139.461785929625
5.819236754723868E-4      5.180312087021092E-4     7301.5953132869045
5.065196773383946E-4      6.560576647236267E-4     6113.629390815471
5.764152433459684E-4      6.220302581659908E-4     6216.702326173501
5.709068112195502E-4      7.260293076298725E-4     5155.330273695169
0.0012846873161114917     7.480492889510327E-4     2184.380140932235
0.0012390513932808945     6.699515440817175E-4     2593.9425619820486
0.0011934154704502974     5.918537992124024E-4     3002.227159510311
0.0013304469954700652     6.741963227713803E-4     2194.033798681181
0.0012848110726394683     5.960985779020652E-4     2598.721485084317
0.001376206674828639      6.00343356591728E-4      2213.8855416438632
0.0018999999999999998     4.0661178823522267E-4    1155.361440270711
0.0018999999999999998     3.2528943058817816E-4    1155.6371579893112
0.0018999999999999996     2.4396707294113354E-4    1173.010641397103
0.0018999999999999993     1.6264471529408903E-4    1216.5353638379445
0.0019000000000000002     8.132235764704457E-5     1283.6601368092859
0.0019                    0                        1259.180088761554
0.001960142990138346      3.8055903764414435E-4    1047.6278556772565
0.001960142990138346      2.992366799970998E-4     1054.7395282265802
0.001960142990138346      2.1791432235005522E-4    1081.4980294400943
0.001960142990138346      1.365919647030107E-4     1135.9265380862869
0.001960142990138347      5.526960705596622E-5     1127.6867443539354
0.0020202859802766924     3.545062870530659E-4     945.4849294122234
0.002020285980276693      2.7318392940602147E-4    956.1644037752794
0.0020202859802766924     1.9186157175897685E-4    993.8924479075807
0.0020202859802766924     1.1053921411193236E-4    1001.5823342578719
0.0020804289704150383     3.284535364619876E-4     846.3754300516096
0.0020804289704150387     2.471311788149431E-4     860.7164964208205
0.0020804289704150383     1.6580882116789855E-4    883.1431589057978
0.002140571960553385      3.0240078587090934E-4    751.4317686730503
0.002140571960553385      2.2107842822386477E-4    775.7309083087592
0.0022007149506917314     2.7634803527983097E-4    691.3065840998795
0.0019                    9.000000000000001E-4     912.3655200178623
0.0019000000000000002     8.013223576470447E-4     978.7590108471561
0.0018999999999999996     7.02644715294089E-4      999.5147252281231
0.0018999999999999993     6.039670729411336E-4     1038.2991617300252
0.0019                    5.052894305881782E-4     1093.223973275612
0.0019779867186730284     8.664747287290124E-4     881.4807152829419
0.0019779867186730284     7.677970863760569E-4     902.8912863041515
0.0019779867186730275     6.691194440231014E-4     934.5359414385379
0.0019779867186730275     5.704418016701457E-4     984.7887418359094
0.0019779867186730284     4.7176415931719047E-4    1040.164095227898
0.0020559734373460556     8.329494574580244E-4     805.2020059446693
0.002055973437346056      7.342718151050693E-4     832.7708875778319
0.002055973437346056      6.355941727521135E-4     876.7619827472002
0.0020559734373460556     5.369165303991579E-4     929.4775805699575
0.0021339601560190834     7.994241861870367E-4     732.8102855176497
0.002133960156019084      7.007465438340812E-4     769.8678710775982
0.0021339601560190834     6.020689014811256E-4     818.5406021855654
0.0022119468746921124     7.65898914916049E-4      665.5147935729301
0.0022119468746921124     6.672212725630935E-4     707.834878538794
0.00228993359336514       7.323736436450611E-4     601.979361701541
0.0018587008453477972     0.0010040260067664948    844.1810301297568
0.0018174016906955933     0.001108052013532989     827.5946284798694
0.0017761025360433903     0.0012120780202994836    814.3936619257203
0.0017348033813911878     0.0013161040270659784    804.7406084771917
0.0016935042267389843     0.0014201300338324728    823.7870765378138
0.0017769127119167034     9.000000000000002E-4     1039.6758683750475
0.0017356135572645        0.0010040260067664948    1021.4384201613119
0.0016943144026122967     0.0011080520135329892    1005.5417184555167
0.0016530152479600935     0.0012120780202994836    992.1091888234448
0.0016117160933078905     0.0013161040270659784    984.5876648589054
0.001653825423833406      9.000000000000001E-4     1245.8795847135582
0.0016125262691812036     0.0010040260067664948    1232.8723379802375
0.001571227114529         0.0011080520135329892    1221.6994416146968
0.0015299279598767963     0.0012120780202994836    1192.3495946773091
0.0015307381357501089     9.000000000000002E-4     1459.5514562085386
0.001489438981097906      0.0010040260067664948    1450.3505420763145
0.0014481398264457024     0.001108052013532989     1400.917468032955
0.0014076508476668125     9.000000000000003E-4     1678.014014349772
0.0013663516930146093     0.0010040260067664948    1609.7403003302222
0.0012845635595835152     9.000000000000002E-4     1937.1257312326945
3.682529280124991E-4      0.0012961325704398067    2336.3419915924924
2.9460234240999926E-4     0.0012169060563518453    2791.4726294082297
2.209517568074994E-4      0.001137679542263884     3303.293194401802
1.473011712049996E-4      0.0010584530281759227    3818.974902453532
7.365058560249984E-5      9.792265140879616E-4     4336.980148470656
0                         9.000000000000001E-4     4856.42386317723
4.205594450048569E-4      0.0012169060563518453    2664.708188097704
3.4690885940235705E-4     0.0011376795422638844    3145.202799643912
2.7325827379985715E-4     0.0010584530281759225    3661.595825250479
1.996076881973573E-4      9.792265140879614E-4     4186.306323004953
1.2595710259485755E-4     9.000000000000002E-4     4716.436562040911
4.728659619972145E-4      0.001137679542263884     2949.349269861876
3.9921537639471473E-4     0.001058453028175923     3485.001575031658
3.2556479079221483E-4     9.792265140879614E-4     3985.6859427321465
2.5191420518971494E-4     9.000000000000001E-4     4497.874629224745
5.251724789895721E-4      0.0010584530281759227    3244.4363108883267
4.5152189338707236E-4     9.792265140879616E-4     3842.0647416445017
3.778713077845724E-4      9.000000000000001E-4     4327.418714095696
5.774789959819299E-4      9.792265140879616E-4     3546.6851209493707
5.038284103794301E-4      9.000000000000003E-4     4211.506641282821
6.297855129742875E-4      9.000000000000002E-4     3818.035008649877
7.607411222961332E-4      9.000000000000002E-4     3392.5730097858636
8.916967316179784E-4      9.000000000000001E-4     3050.1150264616267
0.0010226523409398239     9.000000000000001E-4     2723.453214022937
0.0011536079502616698     9.000000000000003E-4     2419.251796680854
6.637590745742553E-4      0.0010106792787300167    3199.5798774074337
7.94714683896101E-4       0.001010679278730017     2914.3808339878124
9.256702932179462E-4      0.0010106792787300165    2573.1728017002424
0.0010566259025397917     0.0010106792787300165    2251.212008159685
0.0011875815118616375     0.0010106792787300167    1906.3332059290178
6.977326361742228E-4      0.0011213585574600326    2750.5578415087775
8.286882454960687E-4      0.001121358557460033     2435.515473541294
9.596438548179141E-4      0.001121358557460033     2095.610025654957
0.0010905994641397594     0.0011213585574600326    1770.0217187954395
7.317061977741906E-4      0.001232037836190049     2303.043119768304
8.626618070960362E-4      0.0012320378361900491    1956.0844435579584
9.936174164178815E-4      0.001232037836190049     1650.4322478143417
7.656797593741586E-4      0.0013427171149200654    1858.4141566579688
8.966353686960042E-4      0.0013427171149200654    1551.9713621543629
7.996533209741263E-4      0.0014533963936500815    1494.7419067559767
0.0022243003664367523     2.2107842822386477E-4    679.5174704950891
0.002164157376298406      1.6580882116789858E-4    748.723303014189
0.002104014386160059      1.1053921411193236E-4    833.4920026428272
0.0020438713960217124     5.526960705596618E-5     931.088258236373
0.001983728405883367      1.534039757887967E-20    1037.8450316915942
