% Model:              three_layers reality at 0.1mm.mph
% Version:            COMSOL 5.6.0.280
% Date:               Mar 3 2022, 11:29
% Table:              表格 1 - 全局计算 1
% freq (Hz)              real(emw.S11) (1)        imag(emw.S11) (1)        real(emw.S11) (1)        imag(emw.S11) (1)
300000000                0.6195955778389994       -0.7478121927960149      0.6203899008881457       -0.7481983252063871
330000000                0.5522173366559499       -0.7984525548395041      0.552986822165704        -0.798942269608609
360000000                0.4808273183309892       -0.8430725624132368      0.48154274884084264      -0.8436688116539983
390000000                0.40592409702132226      -0.8813691223527391      0.40658281413795266      -0.8820579975797834
420000000                0.3280685057004588       -0.9130609512474814      0.32865836255880887      -0.9138349692107788
450000000                0.24783362206218662      -0.9379219347399984      0.24834437678882965      -0.9387721718245579
480000000                0.16581209091031185      -0.9557749776602877      0.16623471838024173      -0.9566916333887185
510000000                0.08261030573450495      -0.9664942795926346      0.08293712209765083      -0.9674667991175154
540000000                -0.0011559452117884561   -0.9700064298633864      -9.312801114162994E-4    -0.9710236436189679
570000000                -0.08486616476632972     -0.9662911660235161      -0.08474864568468946     -0.967341423610105
600000000                -0.16789986496181122     -0.9553816942622201      -0.16789314185501159     -0.9564529944384543
630000000                -0.24964128077984615     -0.9373645774794671      -0.2497476631215191      -0.9384446957104094
660000000                -0.32948404906915996     -0.9123791978032877      -0.32970451664549794     -0.9134558117417776
690000000                -0.4068358171475981      -0.8806168009717166      -0.40717003728965456     -0.881677613999662
720000000                -0.48112274589921705     -0.8423191324931107      -0.4815690986890786      -0.8433519949408821
750000000                -0.551793875859001       -0.7977766766903494      -0.5523494873170042      -0.7987697044116637
780000000                -0.6183253193401552      -0.7473265139134788      -0.6189861039433313      -0.7482682031529226
810000000                -0.680224249486646       -0.6913498117330668      -0.6809849607844581      -0.6922291500391711
840000000                -0.737032651875381       -0.6302689709910334      -0.7378869422630319      -0.6310755430440516
870000000                -0.7883308112290823      -0.5645444480436649      -0.7892712999844703      -0.5652685358887934
900000000                -0.833740504045149       -0.49467127886924533     -0.8347588540059674      -0.49530395516416625
930000000                -0.8729278720321556      -0.42117533230938015     -0.8740148737472071      -0.4217085464362268
960000000                -0.9056059537885978      -0.3446093210542968      -0.9067516167348482      -0.3450359773585877
990000000                -0.931536852803585       -0.26554860435411626     -0.9327305034356013      -0.26586263121287196
1020000000               -0.9505335260730968      -0.18458681366069674     -0.9517639114299336      -0.1847832232124369
1050000000               -0.9624611779658312      -0.10233133691735884     -0.963716574086665       -0.10240627537468526
1080000000               -0.9672382483224555      -0.019398699015969495    -0.9685065729282315      -0.01934948573070292
1110000000               -0.9648369877196394      0.06359012684232274      -0.9661059156957306      0.06376497024840898
1140000000               -0.9552836151323607      0.14601443720146848      -0.9565406961728876      0.14631516910681205
1170000000               -0.9386580577022615      0.22725850918957038      -0.9398908349631342      0.2276841612820676
1200000000               -0.9150932753430482      0.3067162660665168       -0.9162894040470606      0.30726464782191343
1230000000               -0.8847741766114727      0.38379586021872586      -0.8859215416692843      0.3844635745375719
1260000000               -0.8479361356070131      0.457924137592525        -0.8490229670699545      0.45870660756276643
1290000000               -0.804863122985763       0.5285509481445821       -0.8058781083864922      0.5294424545149518
1320000000               -0.7558854672074118      0.5951532689990513       -0.7568178599311554      0.5961469978671207
1350000000               -0.7013772655266285      0.6572391077981313       -0.7022169879026416      0.6583272086489476
1380000000               -0.6417534663624332      0.7143511570885164       -0.6424912069691362      0.7155248100249058
1410000000               -0.5774666477213358      0.7660701719171938       -0.5780939518169391      0.7673196638047264
1440000000               -0.5090035184851835      0.8120180455004742       -0.5095128708820881      0.8133328542211115
1470000000               -0.43688117143562555     0.8518605606453037       -0.43726607097503883     0.8532294468964733
1500000000               -0.36164311843616787     0.8853097976084512       -0.36189814359047373     0.8867209031321089
1530000000               -0.28385513961402625     0.912126181700867        -0.28397600462578476     0.9135671332688636
1560000000               -0.2041009801812953      0.9321201569957115       -0.20408458102549965     0.9335781752688628
1590000000               -0.12297792806897707     0.9451534760413192       -0.12282237840099519     0.9466154881504691
1620000000               -0.0410923076985938      0.9511400979845915       -0.04079696372963611     0.9525928530910541
1650000000               0.04094507637628802      0.9500466911735107       0.04137960154115117      0.9514768778571935
1680000000               0.12252351018790844      0.9418927389761914       0.12309534324739585      0.9432871034811889
1710000000               0.20303692197112008      0.926750250850968        0.20374293721473544      0.9280957152083622
1740000000               0.28188838050981263      0.9047430834565665       0.28272421834017614      0.9060268624870338
1770000000               0.358494507072283        0.8760458795757444       0.3594546033768211       0.8772555957491307
1800000000               0.43228976942461816      0.8408826351290252       0.43336739542491415      0.8420064303427952
1830000000               0.5027306266625663       0.7995249074461546       0.5039179388490134       0.800551550817411
1860000000               0.5692994961130895       0.752289679971812        0.5705875960732245       0.753208670667695
1890000000               0.6315085143207235       0.6995369012154347       0.6328875176589513       0.7003385655841876
1920000000               0.6889030662035623       0.6416667176672566       0.6903621802687685       0.6423422997689829
1950000000               0.7410650584433196       0.579116422338095        0.7425926681418702       0.5796581671513311
1980000000               0.7876159150394355       0.5123571423249335       0.7891996760108655       0.5127583709590139
2010000000               0.8282192750366726       0.44189029044607414      0.8298462135298078       0.4421454666582892
2040000000               0.8625833747471217       0.36824380723216665      0.864239993297641        0.3683485948862514
2070000000               0.8904630989249036       0.2919682210389036       0.892135487201919        0.29191953161713197
2100000000               0.9116616878985703       0.2136325545062533       0.9133356376055133       0.21342858467656392
2130000000               0.9260320896773404       0.13382010726643687      0.9276932127632996       0.13346036592878888
2.16E9                   0.9334779488792567       0.05312414469317486      0.9351117981040677       0.05260946916936574
2.19E9                   0.9339542265638525       -0.027856476788007595    0.9355464173904728       -0.02852391539646855
2.22E9                   0.9274674475013814       -0.1085217166777349      0.9290037804309705       -0.10933841931589616
2.25E9                   0.9140755740527595       -0.18827475913420688     0.9155421563432115       -0.18923591571062137
2.28E9                   0.8938875082114279       -0.26652639234736214     0.8952708740059724       -0.2676259097414004
2.31E9                   0.8670622257532117       -0.34269932857920415     0.8683494536345816       -0.34392986953666244
2.34E9                   0.8338075488976084       -0.41623243458187126     0.8349863757573175       -0.4175854675569638
2.37E9                   0.7943785657646352       -0.4865848440538001      0.7954374961171067       -0.48805070319374205
2.4E9                    0.7490757070359507       -0.5532399235417289      0.7500041165681716       -0.5548078789488956
2.43E9                   0.6982424911458751       -0.6157090653314505      0.6990307236642388       -0.6173674025372248
2.46E9                   0.6422629507864426       -0.6735352799857245      0.6429024074538319       -0.675271388250793
2.49E9                   0.5815587538328535       -0.7262965617116923      0.5820419741022514       -0.7280970298467394
2.52E9                   0.516586034364714        -0.7736089965276142      0.5169067677559752       -0.7754597155428528
2.55E9                   0.4478319536495171       -0.8151295811525618      0.44798522239204264      -0.8170158522769166
2.58E9                   0.37581102051333315      -0.8505587187256419      0.3757931731059658       -0.8524653660488806
2.61E9                   0.30106121239408296      -0.8796423630381949      0.3008699684074545       -0.8815538503027947
2.64E9                   0.22413994773397727      -0.9021737973854496      0.22377443396956026      -0.9040743490563576
2.67E9                   0.1456199571811659       -0.9179950545404515      0.1450807345374889       -0.9198687815492907
2.7E9                    0.06608508359217229      -0.9269979975356414      0.06537416327251329      -0.9288290277068101
2.73E9                   -0.01387398149604362     -0.9291250761058557      -0.01475313429318259     -0.9308976883382446
2.76E9                   -0.09366402625240262     -0.924369753291677       -0.09470650244995493     -0.9260685135592408
2.79E9                   -0.17269370226916064     -0.9127765777696859      -0.17389317335301105     -0.9143864745459909
2.82E9                   -0.2503779337119987      -0.894440873920419       -0.25172669003332315     -0.8959474507840564
2.85E9                   -0.32614230616296197     -0.8695080329582376      -0.3276313081569712      -0.8708975166975645
2.88E9                   -0.39942738519073073     -0.8381724046528302      -0.4010463264269662      -0.8394318277179029
2.91E9                   -0.46969291982328687     -0.8006758013137972      -0.47143030101519856     -0.8017931178112031
2.94E9                   -0.5364218925684568      -0.7573056320945886      -0.5382651058444563      -0.758269826590967
2.97E9                   -0.5991243838416956      -0.7083926877256674      -0.6010598065261091      -0.7091938762245099
3.0E9                    -0.6573412223923354      -0.6543085963238279      -0.6593543196954279      -0.6549381186853961
3.03E9                   -0.7106473951721178      -0.5954629717744079      -0.7127228311504696      -0.5959134748071137
3.06E9                   -0.7586551918563442      -0.5323002773162587      -0.7607769478282751      -0.532565787815294
3.09E9                   -0.8010170607535008      -0.465296428635744       -0.803168560260017       -0.46537241575546456
3.12E9                   -0.8374281545413758      -0.39495516281461523     -0.8395923940043218      -0.3948385890347941
3.15E9                   -0.8676285465715108      -0.32180420118697617     -0.8697882305400562      -0.3214935614460482
3.18E9                   -0.8914051007900092      -0.24639123625249845     -0.8935427807450556      -0.24588658471634206
3.21E9                   -0.9085929812291487      -0.1692797739339944      -0.9106911967502209      -0.16858273818758038
3.24E9                   -0.9190767897946606      -0.09104486415829642     -0.9211182109985346      -0.09015864647334226
3.27E9                   -0.9227913243061263      -0.012268753160172115    -0.9247588943020905      -0.011198118810395655
3.3E9                    -0.9197219517517641      0.06646350797052332      -0.9215990279469068      0.06771225541245628
3.33E9                   -0.9099045950202662      0.14456846430198955      -0.9116750880500062      0.14598752039954
3.36E9                   -0.8934253344628262      0.2214686328267116       -0.8950738435815642      0.22304874248465334
3.39E9                   -0.8704196288513608      0.29659681918942976      -0.8719315726044041      0.29832733899526037
3.42E9                   -0.8410711633787117      0.36940034161972163      -0.8424329044327868      0.3712693140366232
3.45E9                   -0.8056103352798524      0.4393451298473237       -0.8068092983677468      0.4413393685667166
3.48E9                   -0.7643123907037029      0.5059196673560913       -0.7653371726020144      0.5080248532954047
3.51E9                   -0.7174952289975849      0.5686387474918041       -0.7183356996950094      0.5708395344587415
3.54E9                   -0.6655168933502671      0.6270470150799503       -0.6661642874266396      0.6293271444778931
3.57E9                   -0.608772769068426       0.6807222675289685       -0.609219766611259       0.6830646910045458
3.6E9                    -0.5476925128534423      0.7292784915494481       -0.5479333091671585      0.731665500682757
3.63E9                   -0.48273673853420285     0.7723686138560302       -0.48276710209002005     0.7747819758283481
3.66E9                   -0.4143934863667079      0.8096869468814442       -0.4142108044368472      0.8121080450545656
3.69E9                   -0.3431745040571139      0.8409713133391945       -0.3427778157509185      0.8433812915809993
3.72E9                   -0.2696113692948874      0.8660048358470949       -0.2690013856112012      0.8683847454896192
3.75E9                   -0.19425148375203208     0.8846173809505574       -0.19343059452546676     0.8869483291883289
3.78E9                   -0.11765396922228284     0.8966866493495813       -0.11662623686545875     0.898949947894105
3.81E9                   -0.040385497034759514    0.9021389067019128       -0.03915663711995237     0.9043162195059646
3.84E9                   0.036983918381721104     0.9009493520143279       0.038406569547801445     0.9030228408787189
3.87E9                   0.11388513046794274      0.8931421229985794       0.11549266101411036      0.8950945899127376
3.9E9                    0.1897540450300948       0.8787899403238062       0.19153602495102168      0.8806049654132198
3.93E9                   0.2640357469932848       0.8580133953209114       0.2659802975077071       0.8596754693903634
3.96E9                   0.3361885389482886       0.8309798885265212       0.3382824130388613       0.8324745392175965
3.99E9                   0.40568786125645         0.7979022294001465       0.4079165348617997       0.7992161401032036
4.02E9                   0.4720300648121121       0.7590369106965668       0.4743778379519652       0.7601580314282463
4.05E9                   0.5347360095295592       0.7146820737953772       0.5371861166350987       0.7155997233626602
4.08E9                   0.5933544636091886       0.665175184015713        0.5958891924643162       0.6658801427563508
4.11E9                   0.6474652819524803       0.6108904365518107       0.6500661004467528       0.6113750290651373
4.14E9                   0.6966823445099533       0.5522359148805184       0.699330034546091        0.5524940820640858
4.17E9                   0.7406562380147754       0.489650523601209        0.7433310357862031       0.48967788333873064
4.2E9                    0.7790766662681524       0.42360071767794144      0.7817584079210793       0.4233946136677137
4.23E9                   0.8116745749708851       0.35457705053327393      0.814342846847961        0.3541365884892309
4.26E9                   0.8382239784410643       0.2830905637134774       0.840858270652888        0.28241663470978023
4.29E9                   0.8585434762359331       0.20966904280830484      0.8611233385657315       0.20876433322788054
4.32E9                   0.8724974499232261       0.1348531653426403       0.8750026488504038       0.1337221532389047
4.35E9                   0.8799969325628805       0.059192567467684615     0.8824076082160272       0.05784150529558429
4.38E9                   0.8810001460826555       -0.01675814303413258     0.8832969679889612       -0.018321259629183496
4.41E9                   0.8755127042526816       -0.09244340066679069     0.8776770245921235       -0.09420887767094153
4.44E9                   0.8635874806941335       -0.16731069628782158     0.8656014838625169       -0.16926719980455138
4.47E9                   0.8453241428542881       -0.24081456523604794     0.8471709900376858       -0.24294919332341927
4.5E9                    0.8208683541298044       -0.31242052310194274     0.8225323216348617       -0.31471889052354474
4.53E9                   0.7904106479035499       -0.3816089223973605      0.7918772580132082       -0.3840552577014953
4.56E9                   0.7541849792889004       -0.4478787027586079      0.7554411224812629       -0.4504559570249943
4.59E9                   0.7124669629991406       -0.5107510070705282      0.7135010104981081       -0.5134409733945409
4.62E9                   0.6655718086327469       -0.5697726360805745      0.6663737143523613       -0.572556078928253
4.65E9                   0.6138519678013034       -0.6245193149075945      0.6144133588964721       -0.6273761082873041
4.68E9                   0.5576945103776064       -0.6745987463568002      0.5580087656619508       -0.6775080198636076
4.71E9                   0.497518249750962        -0.719653427946199       0.49758056543123247      -0.7225937195479041
4.74E9                   0.4337706390882783       -0.7593632119473359      0.43357808124266733      -0.7623126265116396
4.77E9                   0.3669244620310732       -0.7934475903133154      0.366476005352704        -0.7963839627812348
4.8E9                    0.2974743423285915       -0.821667688780649       0.29677089471603896      -0.8245687508503462
4.83E9                   0.2259330973339907       -0.8438279566622839      0.22497750994981552      -0.8466715058224233
4.86E9                   0.15282796102119747      -0.8597775405455237      0.15162502351330184      -0.8625416101873378
4.89E9                   0.0786967026214569       -0.8694113317690615      0.07725312341111223      -0.87207436104806
4.92E9                   0.004083668171497301     -0.8726706790667826      0.0024080396695195464    -0.8752116811836563
4.95E9                   -0.0704642268942978      -0.8695437596904507      -0.0723614779745434      -0.8719424871854202
4.98E9                   -0.14440152463510234     -0.8600656045216241      -0.1465082015720128      -0.8623027102028278
5.01E9                   -0.2171882406540398      -0.8443177753209531      -0.2194904552875878      -0.8463749675157752
5.04E9                   -0.28829383852557416     -0.8224276952111182      -0.2907761035333389      -0.8242878860266105
5.07E9                   -0.3572011315810653      -0.7945676365452865      -0.359846465772747       -0.7962150819442977
5.1E9                    -0.4234100814070786      -0.760953373476794       -0.426200127244148       -0.7623738040593239
5.13E9                   -0.48644146297356805     -0.7218425098151766      -0.4893566156271055      -0.7230232511958347
5.16E9                   -0.5458403679669608      -0.677532495701165       -0.5488599148105003      -0.6784625776009674
5.19E9                   -0.6011795192652176      -0.6283583496396942      -0.6042817889871422      -0.6290286027051195
5.22E9                   -0.6520623720916743      -0.5746901045680839      -0.6552248923135524      -0.5750932441306782
5.25E9                   -0.6981259794897421      -0.5169299984671459      -0.7013256417979323      -0.5170606944436927
5.28E9                   -0.7390436020586062      -0.4555094310174573      -0.7422568332635898      -0.4553643632124549
5.31E9                   -0.7745270434093494      -0.39088570878538764     -0.7777299817087902      -0.3904636069554605
5.34E9                   -0.8043286941363577      -0.3235386024100498      -0.8074973687182805      -0.3228402706656361
5.37E9                   -0.8282432682121654      -0.25396674093407245     -0.8313537808532893      -0.25299506608617206
5.4E9                    -0.8461092172806736      -0.18268387064153013     -0.8491379243929451      -0.18144381438581775
5.43E9                   -0.8578098108805948      -0.11021500769366284     -0.8607335044770491      -0.10871358271544605
5.46E9                   -0.8632738736026513      -0.03709251597180201     -0.866069959743406       -0.03533874617375294
5.49E9                   -0.8624761739766349      0.0361478575378791       -0.8651228473017611      0.03814299230372112
5.52E9                   -0.8554374636373512      0.10897095691669866      -0.8579138766981151      0.11119459123988779
5.55E9                   -0.8422241691690309      0.1808461687491855       -0.844510595320762       0.18328363647514045
5.58E9                   -0.822947742572853       0.2512513191368807       -0.825025731274303       0.2538862521949827
5.61E9                   -0.7977636795307937      0.3196764866975275       -0.7996162029362535      0.3224909271758568
5.64E9                   -0.7668702172941126      0.3856277036960996       -0.7684818070323058      0.38860222851828413
5.67E9                   -0.7305067258611493      0.44863052002950915      -0.7318635989003379      0.45174437747477714
5.7E9                    -0.6889518069727132      0.5082334071093279       -0.6900419794847275      0.5114646642526667
5.73E9                   -0.6425211157363011      0.564010979892948        -0.6433345038861443      0.5673366799251824
5.76E9                   -0.5915649200148853      0.6155670157171612       -0.5920934266977806      0.6189633439502145
5.79E9                   -0.5364654139797044      0.6625372481732692       -0.5367030007286214      0.6659797052806802
5.82E9                   -0.4776338051854656      0.7045919137723035       -0.477576548661407       0.7080554948257517
5.85E9                   -0.4155071984171188      0.7414380304123486       -0.41515333117950376     0.7448974081998938
5.88E9                   -0.3505453034158424      0.7728213897563491       -0.3498952387462431      0.7762511010275951
5.91E9                   -0.2832269958352295      0.7985282502634644       -0.28228333664303734     0.8019028835231188
5.94E9                   -0.21404676123087346     0.8183867224187149       -0.21281429298988633     0.8216811060672916
5.97E9                   -0.14351105065033742     0.8322678416957441       -0.14199671832788605     0.8354572312984822
6.0E9                    -0.07213457456721209     0.8400863273748684       -0.07034744366482962     0.8431465907571483
