% Model:              three_layers reality at 0.1mm.mph
% Version:            COMSOL 5.6.0.280
% Date:               Mar 11 2022, 09:28
% Table:              表格 1 - 全局计算 1
% freq (Hz)              real(emw.S11) (1)        imag(emw.S11) (1)
300000000                0.4579642224937983       -0.8420969748823529
330000000                0.36627803634596817      -0.8841543050963886
360000000                0.27093763567201545      -0.9163450183852027
390000000                0.17297922351701162      -0.9383676827187772
420000000                0.07346562757493143      -0.9500271745720069
450000000                -0.02652510133858801     -0.9512376871670757
480000000                -0.12591136854832943     -0.9420243364393871
510000000                -0.2236198332784306      -0.9225233787054269
540000000                -0.3185971668590993      -0.8929810640064542
570000000                -0.4098216202143882      -0.8537511601386822
600000000                -0.49631425415881075     -0.8052911936495104
630000000                -0.5771496941896831      -0.7481574658265733
660000000                -0.6514662792064427      -0.6829989132243866
690000000                -0.7184754822362026      -0.6105498941726654
720000000                -0.7774704916783567      -0.5316219934435347
750000000                -0.8278338524951165      -0.4470949478413915
780000000                -0.8690440787999583      -0.35790680484238385
810000000                -0.900681162616126       -0.26504343454593166
840000000                -0.9224309172705022      -0.16952752234307067
870000000                -0.9340881087525942      -0.07240717469099893
900000000                -0.9355583433784403      0.025255725429821796
930000000                -0.9268586956356144      0.1223972751958701
960000000                -0.9081170756030468      0.21796328188638858
990000000                -0.8795703508541988      0.3109208291347156
1020000000               -0.8415612527802333      0.40026954536236964
1050000000               -0.7945341118753309      0.4850524455779365
1080000000               -0.7390294802219638      0.5643662241091094
1110000000               -0.6756777123889696      0.6373708836406378
1140000000               -0.6051915874523011      0.7032985959102729
1170000000               -0.5283580654896264      0.7614616992936928
1200000000               -0.4460292807753855      0.8112597506266348
1230000000               -0.35911288167614086     0.8521855606059158
1260000000               -0.2685618330213057      0.8838301554578515
1290000000               -0.17536380139107877     0.9058866207438193
1320000000               -0.0805302465646097      0.9181527968901474
1350000000               0.014914656339389333     0.9205328097894651
1380000000               0.10994513986144448      0.9130374332554997
1410000000               0.20354488945656046      0.8957832933292947
1440000000               0.2947178916903164       0.8689909372016535
1470000000               0.3824989700085425       0.8329818016141837
1500000000               0.46596389845601593      0.788174126982387
1530000000               0.5442389901866473       0.7350778740693054
1560000000               0.6165100652114444       0.6742887096426382
1590000000               0.6820307099826182       0.6064811363287479
1620000000               0.7401297507275086       0.5324008493837938
1650000000               0.7902178717569357       0.45285640985337017
1680000000               0.8317933201693972       0.36871032912871565
1710000000               0.8644466489386936       0.28086966417914
1740000000               0.8878644608402401       0.19027622641095646
1770000000               0.9018321268534418       0.09789650918082655
1800000000               0.9062354636791288       0.004711440109755702
1830000000               0.9010613661491096       -0.08829393536572715
1860000000               0.8863974016626067       -0.18014073433135813
1890000000               0.8624303849721309       -0.2698663780109323
1920000000               0.8294439628884605       -0.35653449637633283
1950000000               0.7878152494613663       -0.4392445035578663
1980000000               0.738010562633691        -0.5171407604348447
2010000000               0.6805803224782956       -0.5894212528822537
2040000000               0.6161531772792224       -0.6553457305162999
2070000000               0.5454294239550587       -0.7142432724056559
