% Model:              three_layers reality at 0.1mm.mph
% Version:            COMSOL 5.6.0.280
% Date:               Mar 2 2022, 16:37
% Table:              表格 1 - 全局计算 1
% freq (Hz)              real(emw.S11) (1)        imag(emw.S11) (1)
300000000                0.5955493601494187       -0.7859908951317407
330000000                0.5208784792176264       -0.8376610797187155
360000000                0.441775350125204        -0.8822687162564293
390000000                0.3589030434301346       -0.9194340609991827
420000000                0.27295769588677404      -0.9488388762314426
450000000                0.18466286285931519      -0.9702294808769747
480000000                0.09476356855590069      -0.9834192744259319
510000000                0.004020101607521554     -0.988290707395405
540000000                -0.08679839332552763     -0.9847966726887778
570000000                -0.17692047447424955     -0.9729612952046148
600000000                -0.26557905618729016     -0.9528801008382086
630000000                -0.35201809671569795     -0.9247195506906849
660000000                -0.43549925829193903     -0.888715931852236
690000000                -0.5153084748574861      -0.845173602415115
720000000                -0.5907623615070565      -0.79446259515982
750000000                -0.6612143989246129      -0.7370155916830465
780000000                -0.7260608263082278      -0.6733242864589444
810000000                -0.7847461777753113      -0.603935168027327
840000000                -0.8367683994992394      -0.5294447523796635
870000000                -0.8816834883853197      -0.4504943111779599
900000000                -0.9191095975776084      -0.36776414481797604
930000000                -0.9487305598173994      -0.28196745690046343
960000000                -0.9702987861227128      -0.19384389284403963
990000000                -0.9836375047417159      -0.1041528104194378
1020000000               -0.9886423134387986      -0.013666354154993086
1050000000               -0.9852820268594874      0.07683759141639829
1080000000               -0.9735988097941514      0.16658249280107248
1110000000               -0.953707596424941       0.254800225589811
1140000000               -0.9257948048832776      0.34073802271849324
1170000000               -0.8901163655098634      0.42366523820414115
1200000000               -0.846995089824678       0.5028798547850272
1230000000               -0.7968174153754067      0.5777146679437364
1260000000               -0.7400295689078287      0.6475430842839445
1290000000               -0.6771331968792123      0.7117844781387954
1320000000               -0.6086805177697538      0.7699090572695533
1350000000               -0.5352690552182996      0.8214421957342588
1380000000               -0.457536014343759       0.8659681998234355
1410000000               -0.3761523658225673      0.9031334808867122
1440000000               -0.291816703663255       0.9326491166937414
1470000000               -0.2052489425077571      0.9542927909189605
1500000000               -0.11718391954543855     0.9679101077261255
1530000000               -0.028364964486159928    0.9734152855004858
1560000000               0.0604625017354346       0.970791240389546
1590000000               0.14855728186947026      0.9600890761658878
1620000000               0.23518857700378926      0.941427002217022
1650000000               0.31964197135709527      0.9149887059822799
1680000000               0.4012251818545991       0.8810212099981035
1710000000               0.47927353194974814      0.8398322467937295
1740000000               0.553155113695941        0.7917871873153693
1770000000               0.6222756068205744       0.7373055602863834
1800000000               0.6860827278877561       0.6768572012216586
1830000000               0.7440702872453994       0.6109580703381055
1860000000               0.7957818353556967       0.5401657789728567
1890000000               0.8408138840900794       0.46507486397238307
1920000000               0.8788186922989397       0.38631184898889825
1950000000               0.90950660837145         0.30453013100087883
1980000000               0.9326479659289468       0.22040472929411214
2010000000               0.9480745320907151       0.1346269327536918
2040000000               0.9556805110345117       0.047898879267842115
2070000000               0.955423108696559        -0.039071901796242536
2100000000               0.9473226670975198       -0.1255779577681392
2130000000               0.9314623777484684       -0.2109173717663511
2.16E9                   0.9079875808050386       -0.29439920224004884
2.19E9                   0.8771046463133108       -0.3753489028106265
2.22E9                   0.8390794113779944       -0.4531137286904346
2.25E9                   0.7942351103000495       -0.5270681260959672
2.28E9                   0.7429496932696005       -0.5966190555010215
2.31E9                   0.6856524173082317       -0.6612111027334514
2.34E9                   0.6228196709342666       -0.7203311043084949
2.37E9                   0.5549702026269575       -0.7735119495323822
2.4E9                    0.48266018985195097      -0.8203353623339686
2.43E9                   0.40647868249852465      -0.860433843204115
2.46E9                   0.3270436811264823       -0.8934923314607517
2.49E9                   0.24499859138480354      -0.9192501698456313
2.52E9                   0.1610084557153801       -0.9375035453671139
2.55E9                   0.07575547204714327      -0.9481080918272572
2.58E9                   -0.010066301153536728    -0.9509811464410499
2.61E9                   -0.09575683112711993     -0.9461032876668534
2.64E9                   -0.18061627108031023     -0.9335190260282666
2.67E9                   -0.2639511452891597      -0.9133366912201005
2.7E9                    -0.34508041704905        -0.8857276180930088
2.73E9                   -0.42334137419643547     -0.8509247244600893
2.76E9                   -0.4980953018584696      -0.8092205436217595
2.79E9                   -0.5687329201561937      -0.7609647492664899
2.82E9                   -0.6346795603426653      -0.7065611967234355
2.85E9                   -0.6954000463085358      -0.6464645003548026
2.88E9                   -0.7504032431614924      -0.5811761686851861
2.91E9                   -0.7992462320150607      -0.5112403236051529
2.94E9                   -0.8415380699238029      -0.43723903595238306
2.97E9                   -0.8769430957495215      -0.3597873158825456
3.0E9                    -0.905183746199655       -0.27952780208222733
3.03E9                   -0.9260428508198052      -0.19712519909357099
3.06E9                   -0.9393653803809774      -0.11326051613776736
3.09E9                   -0.9450596293372847      -0.028625164297035367
3.12E9                   -0.9430978199013968      0.05608502879999975
3.15E9                   -0.9335161224417601      0.14017582647030327
3.18E9                   -0.9164140941363232      0.22296055221261915
3.21E9                   -0.8919535448836472      0.303765961360884
3.24E9                   -0.860356846052611       0.3819379580325545
3.27E9                   -0.8219047035366973      0.4568471031831785
3.3E9                    -0.7769334215942392      0.5278938631941703
3.33E9                   -0.7258316880989866      0.5945135521739976
3.36E9                   -0.6690369152232484      0.6561809248360295
3.39E9                   -0.6070311724739561      0.7124143801744683
3.42E9                   -0.5403367518790138      0.7627797390003219
3.45E9                   -0.469511408231491       0.8068935610405948
3.48E9                   -0.3951433213250457      0.8444259698034277
3.51E9                   -0.31784583185144444     0.8751029567804736
3.54E9                   -0.23825200848089045     0.8987081411661791
