!Trace Data File
!Measurement: Smith Chart
!Data Points: 391
#Freq/Hz  Real  Image
100000000  0.837372601  0.514376044  
110000000  0.832648695  -0.573238373  
120000000  -0.204381332  -1.004935861  
130000000  -0.986928761  -0.172357455  
140000000  -0.489672899  0.839333296  
150000000  0.607240319  0.758795917  
160000000  0.962245047  -0.287406176  
170000000  0.116095334  -1.025442958  
180000000  -0.886089325  -0.495590478  
190000000  -0.756819367  0.616285801  
200000000  0.306776553  0.908350825  
210000000  0.983406365  0.025774084  
220000000  0.412088782  -0.934620082  
230000000  -0.684089780  -0.753159642  
240000000  -0.933683634  0.298474640  
250000000  -0.085530683  0.943073273  
260000000  0.859912395  0.412878036  
270000000  0.713507354  -0.685853839  
280000000  -0.355718732  -0.933683276  
290000000  -0.967140853  -0.093636543  
300000000  -0.503854156  0.788245559  
310000000  0.510924280  0.768207669  
320000000  0.906081855  -0.230635822  
330000000  0.071431778  -0.938407421  
340000000  -0.832721710  -0.396171778  
350000000  -0.664921165  0.592690468  
360000000  0.292433619  0.821189165  
370000000  0.873024702  -0.002596831  
380000000  0.281601936  -0.837171376  
390000000  -0.681876302  -0.550328195  
400000000  -0.754493654  0.408650398  
410000000  0.074279562  0.843007326  
420000000  0.813406646  0.251537561  
430000000  0.540739119  -0.675823748  
440000000  -0.427183360  -0.743827224  
450000000  -0.825907230  0.110324994  
460000000  -0.212593988  0.787572086  
470000000  0.654078424  0.513294280  
480000000  0.767076075  -0.402860165  
490000000  -0.046654560  -0.875935256  
500000000  -0.796849847  -0.304488778  
510000000  -0.550071001  0.598652244  
520000000  0.379914850  0.709448099  
530000000  0.829368532  -0.107619137  
540000000  0.254831791  -0.828828514  
550000000  -0.627568841  -0.597750783  
560000000  -0.773427844  0.305023164  
570000000  0.027079346  0.798090756  
580000000  0.783633471  0.208668619  
590000000  0.493359417  -0.694521248  
600000000  -0.420058638  -0.764759362  
610000000  -0.852591932  0.020628845  
620000000  -0.298274159  0.756303430  
630000000  0.629645169  0.491849691  
640000000  0.676136553  -0.485597521  
650000000  -0.188049242  -0.848231196  
660000000  -0.836166143  -0.244779304  
670000000  -0.587603807  0.600387931  
680000000  0.333468556  0.731210232  
690000000  0.789523184  -0.143882915  
700000000  0.091428503  -0.829537570  
710000000  -0.731982291  -0.439069599  
720000000  -0.728357852  0.421236724  
730000000  0.054021042  0.809750974  
740000000  0.760344148  0.207715854  
750000000  0.405105025  -0.680447221  
760000000  -0.512229800  -0.623826206  
770000000  -0.784081817  0.185339540  
780000000  -0.186597079  0.764506042  
790000000  0.616804838  0.451117396  
800000000  0.606292665  -0.449907064  
810000000  -0.247674122  -0.718354285  
820000000  -0.761819303  -0.047886401  
830000000  -0.367447317  0.661623538  
840000000  0.447533846  0.598187089  
850000000  0.714815438  -0.196776539  
860000000  0.067894496  -0.735358655  
870000000  -0.648989856  -0.343569040  
880000000  -0.562679291  0.450981289  
890000000  0.211527243  0.678348958  
900000000  0.711898386  0.031286221  
910000000  0.296170294  -0.659234226  
920000000  -0.473317057  -0.552858055  
930000000  -0.689489126  0.183039457  
940000000  -0.076109685  0.685721636  
950000000  0.629664600  0.265687943  
960000000  0.466938466  -0.527134061  
970000000  -0.281454146  -0.676523387  
980000000  -0.732940495  -0.096220300  
990000000  -0.402958870  0.592179298  
1000000000  0.419342756  0.534935296  
1010000000  0.616181433  -0.281739324  
1020000000  -0.050819654  -0.714830756  
1030000000  -0.675899684  -0.326910615  
1040000000  -0.633048058  0.404983133  
1050000000  0.100530319  0.709006310  
1060000000  0.671303630  0.064575613  
1070000000  0.218194336  -0.653401077  
1080000000  -0.541315079  -0.505301952  
1090000000  -0.747722626  0.193770468  
1100000000  -0.212111682  0.734981835  
1110000000  0.571389556  0.429719955  
1120000000  0.504568875  -0.448686659  
1130000000  -0.307515562  -0.637628496  
1140000000  -0.760921538  -0.023093764  
1150000000  -0.432283193  0.657404304  
1160000000  0.373048633  0.658248663  
1170000000  0.674957335  -0.145223707  
1180000000  0.014365110  -0.670417130  
1190000000  -0.658108771  -0.266210347  
1200000000  -0.571092546  0.490162075  
1210000000  0.175851047  0.726529300  
1220000000  0.686748564  0.087381095  
1230000000  0.251326799  -0.599078357  
1240000000  -0.504015625  -0.434268147  
1250000000  -0.639689505  0.299752980  
1260000000  -0.008332754  0.718249440  
1270000000  0.630236983  0.272048146  
1280000000  0.439560503  -0.473084778  
1290000000  -0.291629463  -0.570677102  
1300000000  -0.662644267  0.042416450  
1310000000  -0.223534703  0.636427224  
1320000000  0.511069298  0.406336337  
1330000000  0.519243956  -0.351551414  
1340000000  -0.139495999  -0.622317851  
1350000000  -0.647322237  -0.171372056  
1360000000  -0.461199760  0.506072819  
1370000000  0.292933494  0.587375522  
1380000000  0.599180102  -0.130335137  
1390000000  0.051297855  -0.618611813  
1400000000  -0.567629457  -0.352083653  
1410000000  -0.627314627  0.316362351  
1420000000  -0.000114419  0.684471130  
1430000000  0.593397737  0.168365315  
1440000000  0.271374702  -0.531786025  
1450000000  -0.427245647  -0.499962449  
1460000000  -0.719973087  0.090776719  
1470000000  -0.340732932  0.663269937  
1480000000  0.411912054  0.542895675  
1490000000  0.522408783  -0.256106526  
1500000000  -0.172583610  -0.572644174  
1510000000  -0.686803639  -0.102866866  
1520000000  -0.525798261  0.555663824  
1530000000  0.165640384  0.739259243  
1540000000  0.646710396  0.129519776  
1550000000  0.211146712  -0.535358906  
1560000000  -0.516998351  -0.350445926  
1570000000  -0.633603275  0.349763542  
1580000000  -0.061309662  0.765251338  
1590000000  0.590271413  0.407606214  
1600000000  0.490192860  -0.358611405  
1610000000  -0.257600278  -0.511757493  
1620000000  -0.647740364  0.109463155  
1630000000  -0.239549279  0.695965588  
1640000000  0.471387446  0.559032679  
1650000000  0.621880114  -0.160416484  
1660000000  0.010582892  -0.560355663  
1670000000  -0.569257259  -0.138420954  
1680000000  -0.385614961  0.544200897  
1690000000  0.318871766  0.612222970  
1700000000  0.627169251  -0.020175001  
1710000000  0.162081614  -0.522004128  
1720000000  -0.463855952  -0.283545643  
1730000000  -0.470389456  0.383996814  
1740000000  0.165806651  0.617637455  
1750000000  0.590031207  0.093170933  
1760000000  0.256676376  -0.462294757  
1770000000  -0.360557467  -0.374849439  
1780000000  -0.524513423  0.222385943  
1790000000  -0.012034486  0.598711193  
1800000000  0.514646590  0.218180671  
1810000000  0.311729282  -0.384013683  
1820000000  -0.295659870  -0.405471176  
1830000000  -0.557016909  0.129761159  
1840000000  -0.169325814  0.596552014  
1850000000  0.430566251  0.403220505  
1860000000  0.442266315  -0.234824196  
1870000000  -0.145274758  -0.451377839  
1880000000  -0.556359887  -0.001851919  
1890000000  -0.328279197  0.554788411  
1900000000  0.282410860  0.593746960  
1910000000  0.575118721  0.031863164  
1920000000  0.148252353  -0.457247883  
1930000000  -0.462055862  -0.228544876  
1940000000  -0.486346602  0.406316936  
1950000000  0.059556700  0.698848069  
1960000000  0.572514832  0.357380807  
1970000000  0.498345971  -0.269662768  
1980000000  -0.139727056  -0.457628220  
1990000000  -0.542060673  0.096679851  
2000000000  -0.136186823  0.664798737  
2010000000  0.492257982  0.519319355  
2020000000  0.655230880  -0.082916580  
2030000000  0.193801522  -0.525529802  
2040000000  -0.440913141  -0.276483208  
2050000000  -0.425532162  0.430367023  
2060000000  0.227500007  0.643787026  
2070000000  0.653166890  0.163768575  
2080000000  0.432299316  -0.416146934  
2090000000  -0.210624218  -0.482353956  
2100000000  -0.534932315  0.124455079  
2110000000  -0.054656971  0.625582993  
2120000000  0.541972399  0.363306284  
2130000000  0.559017360  -0.242876381  
2140000000  0.031326748  -0.537977278  
2150000000  -0.485472053  -0.168804079  
2160000000  -0.305442452  0.464352727  
2170000000  0.332573324  0.480442017  
2180000000  0.547808170  -0.071966633  
2190000000  0.139001027  -0.472863674  
2200000000  -0.399739981  -0.255238146  
2210000000  -0.387533933  0.334523082  
2220000000  0.160753459  0.508735418  
2230000000  0.485977173  0.072308496  
2240000000  0.188714400  -0.371783197  
2250000000  -0.340589881  -0.230402485  
2260000000  -0.368183255  0.321410805  
2270000000  0.123724647  0.525336981  
2280000000  0.483234763  0.169069052  
2290000000  0.300949216  -0.305691004  
2300000000  -0.238644466  -0.305089504  
2310000000  -0.407175422  0.225991443  
2320000000  0.023649082  0.544244885  
2330000000  0.458483636  0.294991225  
2340000000  0.424549043  -0.206076220  
2350000000  -0.095188297  -0.382711351  
2360000000  -0.441799223  0.097898163  
2370000000  -0.095646963  0.557949066  
