!Trace Data File
!Measurement: Smith Chart
!Data Points: 391
#Freq/Hz  Real  Image
100000000  -0.807655632  -0.632776260  
110000000  -0.844376206  0.514029980  
120000000  0.170444414  0.952296555  
130000000  0.959190607  0.215246931  
140000000  0.595317543  -0.813745558  
150000000  -0.514195859  -0.863484621  
160000000  -0.954599679  0.143282309  
170000000  -0.196017995  0.909526944  
180000000  0.784767509  0.509504497  
190000000  0.789860487  -0.559258819  
200000000  -0.205483943  -0.961207926  
210000000  -0.933854878  -0.197202995  
220000000  -0.517225027  0.752016902  
230000000  0.514139891  0.740944564  
240000000  0.898264349  -0.246883169  
250000000  0.102725945  -0.958335996  
260000000  -0.822394848  -0.481592119  
270000000  -0.757964790  0.519106448  
280000000  0.168860883  0.880533278  
290000000  0.904292047  0.152183995  
300000000  0.481317639  -0.827864349  
310000000  -0.572352946  -0.768149137  
320000000  -0.913897872  0.180496395  
330000000  -0.208544195  0.880225778  
340000000  0.751086056  0.502774656  
350000000  0.727543056  -0.572594583  
360000000  -0.318639070  -0.874778569  
370000000  -0.917160630  -0.008654943  
380000000  -0.347094536  0.826008976  
390000000  0.644767582  0.633914351  
400000000  0.854160964  -0.392522693  
410000000  -0.065071583  -0.957875192  
420000000  -0.899511456  -0.301657438  
430000000  -0.621515393  0.674231350  
440000000  0.357626081  0.835608065  
450000000  0.931569099  0.005054979  
460000000  0.376981795  -0.881104410  
470000000  -0.668183029  -0.687488854  
480000000  -0.865427434  0.344116330  
490000000  0.004969190  0.913550436  
500000000  0.864979684  0.337749332  
510000000  0.679105580  -0.675154269  
520000000  -0.315233946  -0.905404270  
530000000  -0.922323883  -0.093852438  
540000000  -0.405569851  0.786260366  
550000000  0.615282476  0.626090646  
560000000  0.829134166  -0.378388643  
570000000  0.003679532  -0.932512760  
580000000  -0.816872656  -0.426627278  
590000000  -0.698954761  0.529238820  
600000000  0.257541806  0.801146328  
610000000  0.853153825  -0.016157430  
620000000  0.303048968  -0.833146751  
630000000  -0.613934398  -0.657210588  
640000000  -0.843628049  0.220155165  
650000000  -0.122815572  0.819221497  
660000000  0.738077164  0.335388690  
670000000  0.537368953  -0.644079566  
680000000  -0.397682607  -0.773925602  
690000000  -0.867491663  -0.027768485  
700000000  -0.422640651  0.725940526  
710000000  0.497162700  0.638681293  
720000000  0.746203184  -0.314231932  
730000000  -0.083094463  -0.830700994  
740000000  -0.803006649  -0.272645861  
750000000  -0.610942364  0.573455274  
760000000  0.250230372  0.779109657  
770000000  0.809565842  0.013152489  
780000000  0.242372558  -0.782874942  
790000000  -0.658048987  -0.513823152  
800000000  -0.753760457  0.366118163  
810000000  -0.012710753  0.832296968  
820000000  0.759085238  0.334761113  
830000000  0.569589019  -0.608057320  
840000000  -0.382074744  -0.747416675  
850000000  -0.836411297  0.062975824  
860000000  -0.275900155  0.789639831  
870000000  0.633444965  0.553171158  
880000000  0.750999391  -0.397866309  
890000000  -0.082262248  -0.853066623  
900000000  -0.808857858  -0.277736247  
910000000  -0.568335593  0.623629808  
920000000  0.394474536  0.738520861  
930000000  0.831375957  -0.141748771  
940000000  0.187751174  -0.834808230  
950000000  -0.664213240  -0.551781714  
960000000  -0.783105731  0.338010818  
970000000  0.042936418  0.831336379  
980000000  0.803833544  0.161348730  
990000000  0.394628644  -0.728521109  
1000000000  -0.501464784  -0.685392201  
1010000000  -0.848583817  0.084883086  
1020000000  -0.287274033  0.781548679  
1030000000  0.642374396  0.472572327  
1040000000  0.585638225  -0.520012975  
