!Trace Data File
!Measurement: Smith Chart
!Data Points: 391
#Freq/Hz  Real  Image
100000000  0.872798622  0.461180776  
110000000  0.794333339  -0.634067059  
120000000  -0.284274757  -0.989646137  
130000000  -1.000721812  -0.086363308  
140000000  -0.411828101  0.884819984  
150000000  0.683083475  0.702167630  
160000000  0.936971068  -0.387279093  
170000000  0.003263889  -1.039352655  
180000000  -0.941174686  -0.389388084  
190000000  -0.674932659  0.710287452  
200000000  0.428704381  0.867459416  
210000000  0.990289271  -0.110587113  
220000000  0.281831086  -0.992715776  
230000000  -0.787113428  -0.651908040  
240000000  -0.880098343  0.437133908  
250000000  0.069916084  0.950922847  
260000000  0.930871665  0.258145064  
270000000  0.589430690  -0.812062025  
280000000  -0.515556276  -0.863643110  
290000000  -0.971533537  0.077000067  
300000000  -0.349936754  0.872251570  
310000000  0.667752564  0.651800931  
320000000  0.847114027  -0.431856245  
330000000  -0.138930961  -0.941504359  
340000000  -0.905461729  -0.208498508  
350000000  -0.523164809  0.729220748  
360000000  0.483132273  0.739673197  
370000000  0.861751139  -0.223261923  
380000000  0.056520503  -0.894992948  
390000000  -0.811754286  -0.359424680  
400000000  -0.630058467  0.599613488  
410000000  0.307238162  0.808394849  
420000000  0.877209008  0.010013693  
430000000  0.324250340  -0.828852773  
440000000  -0.648275912  -0.593368173  
450000000  -0.769684672  0.365653634  
460000000  0.042789117  0.841970801  
470000000  0.815389752  0.297690630  
480000000  0.628383517  -0.650362134  
490000000  -0.339791566  -0.842746317  
500000000  -0.879045010  -0.013577436  
510000000  -0.307091802  0.789010942  
520000000  0.650721729  0.551612675  
530000000  0.786109209  -0.421042085  
540000000  -0.050414845  -0.912350357  
550000000  -0.833026648  -0.346430987  
560000000  -0.614535332  0.608386517  
570000000  0.386611551  0.753358722  
580000000  0.863394737  -0.151595578  
590000000  0.193336457  -0.891021490  
600000000  -0.715402067  -0.571401775  
610000000  -0.794133425  0.378709018  
620000000  0.078256845  0.837372780  
630000000  0.836377561  0.151931927  
640000000  0.429515183  -0.784121275  
650000000  -0.539542317  -0.744546056  
660000000  -0.898520768  0.110884085  
670000000  -0.270515740  0.826317668  
680000000  0.692074299  0.488701910  
690000000  0.650106072  -0.570972860  
700000000  -0.330275327  -0.828861892  
710000000  -0.889717817  -0.083323918  
720000000  -0.482627332  0.724201918  
730000000  0.464508444  0.701396346  
740000000  0.792535961  -0.251555413  
750000000  -0.021166731  -0.842049301  
760000000  -0.791036665  -0.308314800  
770000000  -0.623539031  0.557147861  
780000000  0.237795129  0.778895140  
790000000  0.798505425  0.028664064  
800000000  0.247702911  -0.759683609  
810000000  -0.638084471  -0.491450578  
820000000  -0.709431767  0.375811309  
830000000  0.037920963  0.793763816  
840000000  0.740760565  0.266347289  
850000000  0.502072036  -0.603457451  
860000000  -0.386618108  -0.682109237  
870000000  -0.770935297  0.090603605  
880000000  -0.205922022  0.737254322  
890000000  0.618320286  0.447658241  
900000000  0.639681637  -0.431504279  
910000000  -0.149057731  -0.764054477  
920000000  -0.747541249  -0.190434754  
930000000  -0.457125813  0.595463276  
940000000  0.410439312  0.608913541  
950000000  0.711654723  -0.212731346  
960000000  0.081602097  -0.764673114  
970000000  -0.648005068  -0.448348224  
980000000  -0.697698832  0.353661090  
990000000  0.074015997  0.755049706  
1000000000  0.733720660  0.102381900  
1010000000  0.316395789  -0.694086730  
1020000000  -0.506486654  -0.620206356  
1030000000  -0.808492243  0.114318803  
1040000000  -0.260446727  0.759345055  
1050000000  0.624466717  0.443056524  
1060000000  0.545999348  -0.520812035  
1070000000  -0.319202751  -0.724760771  
1080000000  -0.823538065  -0.091570698  
1090000000  -0.510705352  0.663515270  
1100000000  0.392624974  0.700686157  
1110000000  0.717305183  -0.228377476  
1120000000  -0.072011299  -0.758144379  
1130000000  -0.766868889  -0.259078026  
1140000000  -0.640227437  0.548957407  
1150000000  0.182973012  0.809892476  
1160000000  0.763915658  0.075898729  
1170000000  0.222210541  -0.694365203  
1180000000  -0.611442685  -0.444703579  
1190000000  -0.709642887  0.367173463  
1200000000  0.001123031  0.806518555  
1210000000  0.706219077  0.279033363  
1220000000  0.426327288  -0.562308967  
1230000000  -0.415806562  -0.572829008  
1240000000  -0.730062246  0.161802039  
1250000000  -0.183863759  0.746793866  
1260000000  0.590535522  0.453227699  
1270000000  0.586536646  -0.377187163  
