!Trace Data File
!Measurement: Smith Chart
!Data Points: 391
#Freq/Hz  Real  Image
100000000  0.804862082  0.483533055  
110000000  0.789234638  -0.555537224  
120000000  -0.204404294  -0.956634998  
130000000  -0.941753209  -0.154925957  
140000000  -0.457737952  0.803424299  
150000000  0.586345434  0.715302706  
160000000  0.912066221  -0.284715116  
170000000  0.097869687  -0.975808680  
180000000  -0.846290171  -0.459273249  
190000000  -0.708025575  0.593561292  
200000000  0.304526776  0.856012344  
210000000  0.932596624  0.007332638  
220000000  0.377552509  -0.892396390  
230000000  -0.659403443  -0.708478212  
240000000  -0.885048032  0.296339661  
250000000  -0.065189093  0.899024606  
260000000  0.827780068  0.374182075  
270000000  0.665500581  -0.670205116  
280000000  -0.358905345  -0.886187375  
290000000  -0.929231286  -0.071896978  
300000000  -0.468022108  0.766619265  
310000000  0.509076476  0.725245893  
320000000  0.864523292  -0.245952696  
330000000  0.043531295  -0.905411303  
340000000  -0.814219713  -0.361956656  
350000000  -0.630013525  0.590287328  
360000000  0.305450916  0.790595591  
370000000  0.850325048  -0.027796872  
380000000  0.247995064  -0.825184643  
390000000  -0.683935940  -0.516115189  
400000000  -0.726849556  0.424131483  
410000000  0.099769555  0.826650023  
420000000  0.809842706  0.220467553  
430000000  0.508351088  -0.686080754  
440000000  -0.450072259  -0.717508972  
450000000  -0.811241806  0.141314924  
460000000  -0.179109454  0.788230538  
470000000  0.669746816  0.482860476  
480000000  0.745346844  -0.432029128  
490000000  -0.084097326  -0.867803454  
500000000  -0.804791510  -0.265763968  
510000000  -0.517865717  0.621090055  
520000000  0.412087232  0.688024342  
530000000  0.821212113  -0.145756632  
540000000  0.215442777  -0.835963964  
550000000  -0.651866078  -0.562840104  
560000000  -0.750226021  0.343862742  
570000000  0.074572109  0.790126801  
580000000  0.792285383  0.160451442  
590000000  0.451761246  -0.718267858  
600000000  -0.458522975  -0.735954583  
610000000  -0.842337668  0.069658682  
620000000  -0.244217962  0.767319143  
630000000  0.659442961  0.441099048  
640000000  0.636990786  -0.528965473  
650000000  -0.240658015  -0.829340637  
660000000  -0.842728078  -0.189860240  
670000000  -0.537506998  0.634285748  
680000000  0.391484678  0.693103075  
690000000  0.768678606  -0.215829790  
700000000  0.019783346  -0.831562042  
710000000  -0.760477126  -0.379661918  
720000000  -0.689919412  0.474324465  
730000000  0.125078484  0.798136055  
740000000  0.776406407  0.128422886  
750000000  0.332087189  -0.720914304  
760000000  -0.571637511  -0.574123621  
770000000  -0.767063618  0.255790681  
780000000  -0.114013128  0.782132566  
790000000  0.666749239  0.385609299  
800000000  0.557140172  -0.523617208  
810000000  -0.332761973  -0.696787238  
820000000  -0.775622547  0.034279115  
830000000  -0.302024871  0.710225701  
840000000  0.520629764  0.559060156  
850000000  0.705142677  -0.283377707  
860000000  -0.018640151  -0.758484721  
870000000  -0.704694390  -0.273206592  
880000000  -0.521184385  0.531920850  
890000000  0.303902924  0.671201050  
900000000  0.739121318  -0.057938419  
910000000  0.224583238  -0.716418266  
920000000  -0.554762006  -0.510760963  
930000000  -0.685191572  0.279810578  
940000000  0.020130111  0.720081985  
950000000  0.693089545  0.185904354  
960000000  0.417426169  -0.607672989  
970000000  -0.369515300  -0.666161299  
980000000  -0.764725208  -0.010487709  
990000000  -0.329266727  0.664770424  
1000000000  0.519909143  0.482699305  
1010000000  0.594987333  -0.389077067  
1020000000  -0.146287024  -0.733321249  
1030000000  -0.733904123  -0.254082322  
1040000000  -0.591660082  0.498393238  
1050000000  0.219115168  0.704344332  
1060000000  0.698953927  -0.058952931  
1070000000  0.117640257  -0.711857200  
1080000000  -0.627423584  -0.445756376  
1090000000  -0.737920225  0.299392074  
1100000000  -0.098211817  0.777628899  
1110000000  0.659596324  0.317830741  
1120000000  0.415798455  -0.565614283  
1130000000  -0.436631352  -0.598226309  
1140000000  -0.783670902  0.103384778  
1150000000  -0.324339688  0.741393149  
1160000000  0.507758081  0.581741512  
1170000000  0.637805700  -0.307546616  
1180000000  -0.145833254  -0.685323179  
1190000000  -0.732139587  -0.133544579  
1200000000  -0.482285649  0.616105199  
1210000000  0.336965352  0.691507161  
1220000000  0.705538452  -0.083849639  
1230000000  0.097708702  -0.669919848  
1240000000  -0.622900605  -0.323115945  
1250000000  -0.587890983  0.454640359  
1260000000  0.159915179  0.731380343  
1270000000  0.701533258  0.118286155  
1280000000  0.325219035  -0.590350032  
1290000000  -0.440999359  -0.514137268  
1300000000  -0.674177825  0.207779080  
1310000000  -0.064420916  0.712225616  
1320000000  0.632217526  0.279677749  
1330000000  0.448876470  -0.494254798  
1340000000  -0.285114855  -0.619046211  
1350000000  -0.712932527  -0.038971130  
1360000000  -0.356078625  0.633277416  
1370000000  0.459845066  0.522136390  
1380000000  0.586207151  -0.298197627  
1390000000  -0.088793263  -0.665231764  
1400000000  -0.668911219  -0.257085860  
1410000000  -0.586280584  0.460807353  
1420000000  0.171100199  0.699901700  
1430000000  0.654695630  0.003227409  
1440000000  0.150080591  -0.630424201  
1450000000  -0.552583158  -0.444595277  
1460000000  -0.735718071  0.227463305  
1470000000  -0.210984588  0.750336289  
1480000000  0.555494547  0.432019949  
1490000000  0.449201822  -0.423445255  
1500000000  -0.332887232  -0.562113345  
1510000000  -0.745291829  0.032612227  
1520000000  -0.434045255  0.675374150  
1530000000  0.333153993  0.701342940  
1540000000  0.664576411  -0.061512005  
1550000000  0.034437686  -0.606478095  
1560000000  -0.639808774  -0.219858155  
1570000000  -0.571104884  0.512910485  
1580000000  0.124414593  0.780341923  
